"","X","UniqueID","Site","Year","Latitude_Degrees","Longitude_Degrees","A","AN","ASC","CCA","DC","DCA","HC","HYD","INV","MA","MI","MIL","OT","PEY","RB","RCK","S","SC","SG","SI","SP","TA","UN","W","ZO","percent_total","avg_ssta","sum_ssta"
"297",297,"2014-Utila-BCW-15-6","BCW",2014,16.08305968,-86.91699554,0,0,0,0,0,0,17.4129353233831,0,0,29.3532338308458,0,0.995024875621891,0,0,0.497512437810945,4.47761194029851,20.8955223880597,21.3930348258706,0,0,4.97512437810945,0,0,0,0,100,0.636603773584906,33.74
"298",298,"2014-Utila-BCW-5-1","BCW",2014,16.08305968,-86.91699554,0,0,0,0,0,0,22.3880597014925,0,0,32.3383084577114,0,0.995024875621891,0,0,5.4726368159204,20.3980099502488,6.96517412935323,8.95522388059701,0,0,2.48756218905473,0,0,0,0,100,0.636603773584906,33.74
"299",299,"2014-Utila-BCW-5-2","BCW",2014,16.08305968,-86.91699554,0,0,0,0.497512437810945,0,0,17.910447761194,0,0,53.7313432835821,0,0,0,0,0.995024875621891,0.995024875621891,4.97512437810945,11.9402985074627,0,0,8.95522388059701,0,0,0,0,100,0.636603773584906,33.74
"300",300,"2014-Utila-BCW-5-3","BCW",2014,16.08305968,-86.91699554,0,0,0,0,0,0,20.3980099502488,0,0,11.9402985074627,0,1.99004975124378,0,0,8.45771144278607,34.8258706467662,2.48756218905473,14.9253731343284,0,0,4.97512437810945,0,0,0,0,100,0.636603773584906,33.74
"301",301,"2014-Utila-BCW-5-4","BCW",2014,16.08305968,-86.91699554,0,0,0,1.49253731343284,0,0,7.96019900497512,0,0,60.1990049751244,0,0,0,0,0,5.97014925373134,7.96019900497512,11.9402985074627,0,0,3.48258706467662,0,0,0,0.995024875621891,100,0.636603773584906,33.74
"302",302,"2014-Utila-BCW-5-5","BCW",2014,16.08305968,-86.91699554,0,0,0,0,0,0,15.9203980099502,0,0,28.3582089552239,0,0.497512437810945,0,0,4.97512437810945,32.3383084577114,1.99004975124378,7.96019900497512,0,0,7.96019900497512,0,0,0,0,100,0.636603773584906,33.74
"303",303,"2014-Utila-BCW-5-6","BCW",2014,16.08305968,-86.91699554,0,0,0,0,0,0,16.4179104477612,0,0,42.7860696517413,0,2.48756218905473,0,0,0,11.4427860696517,13.9303482587065,7.46268656716418,0,0,5.4726368159204,0,0,0,0,100,0.636603773584906,33.74
"304",304,"2014-Utila-CV-15-1","CV",2014,16.08823274,-86.91094506,0,0,0,0,0.995024875621891,0,19.4029850746269,0,0,44.7761194029851,0,1.49253731343284,0,0,16.4179104477612,0.995024875621891,0,13.9303482587065,0,0,1.99004975124378,0,0,0,0,100,0.636603773584906,33.74
"305",305,"2014-Utila-CV-15-2","CV",2014,16.08823274,-86.91094506,0,0,0,0,1.99004975124378,0,19.4029850746269,0,0.497512437810945,46.7661691542289,0,1.49253731343284,0.995024875621891,0,9.95024875621891,0,0,16.9154228855721,0,0,1.99004975124378,0,0,0,0,100,0.636603773584906,33.74
"306",306,"2014-Utila-CV-15-3","CV",2014,16.08823274,-86.91094506,0,0,0,0,3.48258706467662,0,14.4278606965174,0,0,49.7512437810945,0,0.497512437810945,0.497512437810945,0,14.9253731343284,0.497512437810945,0,14.4278606965174,0,0,1.49253731343284,0,0,0,0,100,0.636603773584906,33.74
"307",307,"2014-Utila-CV-15-4","CV",2014,16.08823274,-86.91094506,0,0,0,0.995024875621891,0,0,12.9353233830846,0,0,45.273631840796,0,0.995024875621891,0,0,0,3.98009950248756,29.3532338308458,0.995024875621891,0,0,5.4726368159204,0,0,0,0,100,0.636603773584906,33.74
"308",308,"2014-Utila-CV-15-5","CV",2014,16.08823274,-86.91094506,0,0,0,0,0,0,16.9154228855721,0,0,41.2935323383085,0,0.497512437810945,0,0,0,1.99004975124378,36.81592039801,0,0,0,2.48756218905473,0,0,0,0,100,0.636603773584906,33.74
"309",309,"2014-Utila-CV-15-6","CV",2014,16.08823274,-86.91094506,0,0,0,0,0,0,15.9203980099502,0,0,41.2935323383085,0,0.497512437810945,0,0,0,3.98009950248756,26.865671641791,3.48258706467662,0,0,7.96019900497512,0,0,0,0,100,0.636603773584906,33.74
"310",310,"2014-Utila-CV-5-1","CV",2014,16.08823274,-86.91094506,0,0,0,0.497512437810945,0.995024875621891,0,16.9154228855721,0,0,31.8407960199005,0,0.995024875621891,0,0,5.4726368159204,19.4029850746269,11.9402985074627,6.96517412935323,0,0,4.97512437810945,0,0,0,0,100,0.636603773584906,33.74
"311",311,"2014-Utila-CV-5-2","CV",2014,16.08823274,-86.91094506,0,0,0,0,0,0,18.9054726368159,0,0,42.7860696517413,0,0.995024875621891,0,0,7.46268656716418,11.4427860696517,1.99004975124378,7.46268656716418,0,0,8.95522388059701,0,0,0,0,100,0.636603773584906,33.74
"312",312,"2014-Utila-CV-5-3","CV",2014,16.08823274,-86.91094506,0,0,0,0.995024875621891,0.497512437810945,0,16.9154228855721,0,0,38.8059701492537,0,0.995024875621891,0,0,12.9353233830846,7.96019900497512,5.97014925373134,7.96019900497512,0,0,6.96517412935323,0,0,0,0,100,0.636603773584906,33.74
"313",313,"2014-Utila-CV-5-4","CV",2014,16.08823274,-86.91094506,0,0,0,0.497512437810945,0.497512437810945,0,24.8756218905473,0,0,47.2636815920398,0,0.497512437810945,0,0,5.97014925373134,4.97512437810945,1.99004975124378,8.95522388059701,0,0,4.47761194029851,0,0,0,0,100,0.636603773584906,33.74
"314",314,"2014-Utila-CV-5-5","CV",2014,16.08823274,-86.91094506,0,0,0,0,0,0,16.9154228855721,0,0,47.7611940298507,0,0,0,0,0,12.9353233830846,18.9054726368159,0.497512437810945,0,0,2.98507462686567,0,0,0,0,100,0.636603773584906,33.74
"315",315,"2014-Utila-CV-5-6","CV",2014,16.08823274,-86.91094506,0,0,0,0,2.48756218905473,0,18.407960199005,0,0,48.7562189054726,0,1.49253731343284,0,0,0,3.48258706467662,11.9402985074627,7.96019900497512,0,0,5.4726368159204,0,0,0,0,100,0.636603773584906,33.74
"316",316,"2014-Utila-LB-15-1","LB",2014,16.07926302,-86.92942222,0,0,0,0,1.49253731343284,0,9.95024875621891,0,0,9.95024875621891,0,0,0,0,0.497512437810945,4.47761194029851,56.2189054726368,12.4378109452736,0,0,4.97512437810945,0,0,0,0,100,0.636603773584906,33.74
"317",317,"2014-Utila-LB-15-2","LB",2014,16.07926302,-86.92942222,0,0,0,0,0,0,0,0,0,4.97512437810945,0,0,0.497512437810945,0,0,0,94.5273631840796,0,0,0,0,0,0,0,0,100,0.636603773584906,33.74
"318",318,"2014-Utila-LB-15-3","LB",2014,16.07926302,-86.92942222,0,0,0,0,0,0,7.46268656716418,0,0,10.9452736318408,0,0.497512437810945,0,0,2.48756218905473,3.98009950248756,53.2338308457711,15.9203980099502,0,0,5.4726368159204,0,0,0,0,100,0.636603773584906,33.74
"319",319,"2014-Utila-LB-15-4","LB",2014,16.07926302,-86.92942222,0,0,0,0,0,0,10.4477611940298,0,0,31.3432835820896,0,0.995024875621891,0,0,0,3.48258706467662,19.4029850746269,30.3482587064677,0,0,1.99004975124378,0,0,1.99004975124378,0,100,0.636603773584906,33.74
"320",320,"2014-Utila-LB-15-5","LB",2014,16.07926302,-86.92942222,0,0,0,0,0,0,9.95024875621891,0,0,30.8457711442786,0,0.497512437810945,0,0,0,0,24.3781094527363,29.8507462686567,0,0,4.47761194029851,0,0,0,0,100,0.636603773584906,33.74
"321",321,"2014-Utila-LB-15-6","LB",2014,16.07926302,-86.92942222,0,0,0,0,0,0,13.9303482587065,0,0,38.3084577114428,0,0.995024875621891,0,0,0.995024875621891,8.45771144278607,16.4179104477612,15.9203980099502,0,0,4.97512437810945,0,0,0,0,100,0.636603773584906,33.74
"322",322,"2014-Utila-LB-5-1","LB",2014,16.07926302,-86.92942222,0,0,0,0,1.49253731343284,0,27.363184079602,0,0,39.3034825870647,0,0.995024875621891,0.497512437810945,0,0.497512437810945,7.96019900497512,6.46766169154229,12.4378109452736,0,0,2.98507462686567,0,0,0,0,100,0.636603773584906,33.74
"323",323,"2014-Utila-LB-5-2","LB",2014,16.07926302,-86.92942222,0,0,0,0.497512437810945,0.497512437810945,0,27.363184079602,0,0,15.9203980099502,0,2.98507462686567,0,0,0,26.3681592039801,9.45273631840796,16.9154228855721,0,0,0,0,0,0,0,100,0.636603773584906,33.74
"324",324,"2014-Utila-LB-5-3","LB",2014,16.07926302,-86.92942222,0,0,0,0,0,0,44.2786069651741,0,0,36.318407960199,0.497512437810945,0.497512437810945,0,0,0,6.96517412935323,3.98009950248756,5.97014925373134,0,0,1.49253731343284,0,0,0,0,100,0.636603773584906,33.74
"325",325,"2014-Utila-LB-5-4","LB",2014,16.07926302,-86.92942222,0,0,0,2.48756218905473,0,0,23.3830845771144,0,0,34.8258706467662,0,0.497512437810945,0,0,0.995024875621891,13.4328358208955,7.96019900497512,5.97014925373134,0,0,10.4477611940298,0,0,0,0,100,0.636603773584906,33.74
"326",326,"2014-Utila-LB-5-5","LB",2014,16.07926302,-86.92942222,0,0,0,0,0,0,31.3432835820896,0,0,30.3482587064677,0,1.99004975124378,0,0,0,15.4228855721393,16.9154228855721,2.48756218905473,0,0,1.49253731343284,0,0,0,0,100,0.636603773584906,33.74
"327",327,"2014-Utila-LB-5-6","LB",2014,16.07926302,-86.92942222,0,0,0,0,0,0,24.8756218905473,0,0,54.726368159204,0,0,0,0,0,6.96517412935323,0,11.4427860696517,0,0,1.99004975124378,0,0,0,0,100,0.636603773584906,33.74
"328",328,"2014-Utila-LH-15-1","LH",2014,16.08498,-86.90032,0,0.497512437810945,0,0,0,0,17.910447761194,0,0,48.2587064676617,0,0,0,0,14.9253731343284,0,0,12.4378109452736,0,0,5.97014925373134,0,0,0,0,100,0.637547169811321,33.79
"329",329,"2014-Utila-LH-15-2","LH",2014,16.08498,-86.90032,0,0,0,0,0,0,15.9203980099502,0,0,51.2437810945274,0,0,0.497512437810945,0,13.4328358208955,0,0,12.9353233830846,0,0,5.97014925373134,0,0,0,0,100,0.637547169811321,33.79
"330",330,"2014-Utila-LH-15-3","LH",2014,16.08498,-86.90032,0,0,0,0,0,0,13.9303482587065,0,0,45.771144278607,0,0.995024875621891,0.497512437810945,0,24.8756218905473,0.995024875621891,0,9.45273631840796,0,0,3.48258706467662,0,0,0,0,100,0.637547169811321,33.79
"331",331,"2014-Utila-LH-15-4","LH",2014,16.08498,-86.90032,0,0,0,0,0,0,4.47761194029851,0,0,37.3134328358209,0,0,0,0,0.497512437810945,3.98009950248756,36.81592039801,12.9353233830846,0,0,3.98009950248756,0,0,0,0,100,0.637547169811321,33.79
"332",332,"2014-Utila-LH-15-5","LH",2014,16.08498,-86.90032,0,0,0,0,0,0,14.4278606965174,0,0,44.2786069651741,0,1.99004975124378,0.497512437810945,0,5.97014925373134,2.48756218905473,25.3731343283582,0.995024875621891,0,0,3.98009950248756,0,0,0,0,100,0.637547169811321,33.79
"333",333,"2014-Utila-LH-15-6","LH",2014,16.08498,-86.90032,0,0,0,0,0,0,9.45273631840796,0,0,24.8756218905473,0,0.995024875621891,0,0,12.9353233830846,4.97512437810945,39.3034825870647,1.99004975124378,0,0,5.4726368159204,0,0,0,0,100,0.637547169811321,33.79
"334",334,"2014-Utila-LH-5-1","LH",2014,16.08498,-86.90032,0,0,0,0.497512437810945,0.995024875621891,0,22.8855721393035,0,0,49.2537313432836,0,3.48258706467662,0,0,1.99004975124378,1.49253731343284,0,17.910447761194,0,0,1.49253731343284,0,0,0,0,100,0.637547169811321,33.79
"335",335,"2014-Utila-LH-5-2","LH",2014,16.08498,-86.90032,0,0,0,0,3.98009950248756,0,13.9303482587065,0,0,45.273631840796,0,3.98009950248756,0,0,2.48756218905473,9.95024875621891,3.98009950248756,15.9203980099502,0,0,0.497512437810945,0,0,0,0,100,0.637547169811321,33.79
"336",336,"2014-Utila-LH-5-3","LH",2014,16.08498,-86.90032,0,0,0,0,0,0,26.865671641791,0,0,48.7562189054726,0,3.98009950248756,0,0,4.47761194029851,2.48756218905473,4.97512437810945,2.98507462686567,0,0,4.47761194029851,0,0.995024875621891,0,0,100,0.637547169811321,33.79
"337",337,"2014-Utila-LH-5-4","LH",2014,16.08498,-86.90032,0,0,0,0.497512437810945,0.995024875621891,0,18.9054726368159,0,0,47.7611940298507,0,3.98009950248756,0,0,0,1.49253731343284,5.4726368159204,17.4129353233831,0,0,3.48258706467662,0,0,0,0,100,0.637547169811321,33.79
"338",338,"2014-Utila-LH-5-5","LH",2014,16.08498,-86.90032,0,0,0,0.497512437810945,2.98507462686567,0,22.3880597014925,0,0,31.8407960199005,0,1.49253731343284,0,0,8.95522388059701,2.48756218905473,1.49253731343284,19.4029850746269,0,0,8.45771144278607,0,0,0,0,100,0.637547169811321,33.79
"339",339,"2014-Utila-LH-5-6","LH",2014,16.08498,-86.90032,0,0,0,0,0.497512437810945,0,26.865671641791,0,0,45.273631840796,0,0.995024875621891,0,0,8.45771144278607,0,2.98507462686567,10.9452736318408,0,0,3.98009950248756,0,0,0,0,100,0.637547169811321,33.79
"340",340,"2014-Utila-Maze-15-1","Maze",2014,16.11266214,-86.94911793,0,0,0,0,0,0,6.96517412935323,0,0,41.7910447761194,0,0,0,0,0,10.4477611940298,13.9303482587065,10.4477611940298,0,0,2.48756218905473,0,0,13.9303482587065,0,100,0.654905660377359,34.71
"341",341,"2014-Utila-Maze-15-2","Maze",2014,16.11266214,-86.94911793,0,0,0,0,0,0,1.99004975124378,0,0,45.273631840796,0,0,0,0,0,22.3880597014925,11.9402985074627,11.4427860696517,0,0,6.96517412935323,0,0,0,0,100,0.654905660377359,34.71
"342",342,"2014-Utila-Maze-15-3","Maze",2014,16.11266214,-86.94911793,0,0,0,0,0,0,3.98009950248756,0,0,58.2089552238806,0,0,0,0,0,13.4328358208955,6.46766169154229,8.45771144278607,0,0,9.45273631840796,0,0,0,0,100,0.654905660377359,34.71
"343",343,"2014-Utila-Maze-15-4","Maze",2014,16.11266214,-86.94911793,0,0,0,0,0,0,9.45273631840796,0,0,74.1293532338308,0,0.497512437810945,0.497512437810945,0,0,2.98507462686567,0,9.45273631840796,0,0,2.98507462686567,0,0,0,0,100,0.654905660377359,34.71
"344",344,"2014-Utila-Maze-15-5","Maze",2014,16.11266214,-86.94911793,0,0,0,0.497512437810945,0.995024875621891,0,6.96517412935323,0,0,75.6218905472637,0,0,0.497512437810945,0,2.48756218905473,3.98009950248756,0,3.98009950248756,0,0,4.97512437810945,0,0,0,0,100,0.654905660377359,34.71
"345",345,"2014-Utila-Maze-15-6","Maze",2014,16.11266214,-86.94911793,0,0,0,0,0.497512437810945,0,18.407960199005,0,0,51.2437810945274,0,0.497512437810945,0,0,1.99004975124378,0,0,26.3681592039801,0,0,0.995024875621891,0,0,0,0,100,0.654905660377359,34.71
"346",346,"2014-Utila-Maze-5-1","Maze",2014,16.11266214,-86.94911793,0,0,0,2.48756218905473,0,0,32.3383084577114,0,0,13.9303482587065,0,3.48258706467662,0.995024875621891,0,0.995024875621891,8.95522388059701,0,34.8258706467662,0,0,1.99004975124378,0,0,0,0,100,0.654905660377359,34.71
"347",347,"2014-Utila-Maze-5-2","Maze",2014,16.11266214,-86.94911793,0,0,0,0,0,0,0.995024875621891,0,0,45.273631840796,0,0,0,0,0,7.96019900497512,27.363184079602,2.48756218905473,0,0,10.9452736318408,0,0,4.97512437810945,0,100,0.654905660377359,34.71
"348",348,"2014-Utila-Maze-5-3","Maze",2014,16.11266214,-86.94911793,0,0,0,0,0,0,15.9203980099502,0,0,46.2686567164179,0,0,0,0,0,3.48258706467662,17.910447761194,10.4477611940298,0,0,5.97014925373134,0,0,0,0,100,0.654905660377359,34.71
"349",349,"2014-Utila-Maze-5-4","Maze",2014,16.11266214,-86.94911793,0,0,0,0,0.995024875621891,0,22.8855721393035,0,0.497512437810945,11.9402985074627,0,5.97014925373134,0.497512437810945,0,0,11.4427860696517,0,42.7860696517413,0,0,2.98507462686567,0,0,0,0,100,0.654905660377359,34.71
"350",350,"2014-Utila-Maze-5-5","Maze",2014,16.11266214,-86.94911793,0,0,0,4.47761194029851,4.47761194029851,0,23.3830845771144,0,0,9.95024875621891,0,2.48756218905473,0.497512437810945,0,0.497512437810945,12.4378109452736,0,32.8358208955224,0,0,8.95522388059701,0,0,0,0,100,0.654905660377359,34.71
"351",351,"2014-Utila-Maze-5-6","Maze",2014,16.11266214,-86.94911793,0,0,0,3.48258706467662,1.99004975124378,0,34.8258706467662,0,0,7.96019900497512,0,0.995024875621891,0,0,0,9.45273631840796,0,33.3333333333333,0,0,7.96019900497512,0,0,0,0,100,0.654905660377359,34.71
"352",352,"2014-Utila-SB-15-1","SB",2014,16.089602,-86.9035006,0,0,0,0,0,0,6.46766169154229,0,0,65.6716417910448,0,0,1.49253731343284,0,3.48258706467662,0.995024875621891,16.9154228855721,0.995024875621891,0,0,3.98009950248756,0,0,0,0,100,0.636603773584906,33.74
"353",353,"2014-Utila-SB-15-2","SB",2014,16.089602,-86.9035006,0,0,0,0,0,0,9.95024875621891,0,0,49.2537313432836,0,0,0.995024875621891,0,0,2.98507462686567,29.8507462686567,1.99004975124378,0,0,4.97512437810945,0,0,0,0,100,0.636603773584906,33.74
"354",354,"2014-Utila-SB-15-3","SB",2014,16.089602,-86.9035006,0,0,0,2.98507462686567,0,0,11.9402985074627,0,0,68.6567164179104,0,0,0,0,0,4.47761194029851,7.46268656716418,0,0,0,4.47761194029851,0,0,0,0,100,0.636603773584906,33.74
"355",355,"2014-Utila-SB-15-4","SB",2014,16.089602,-86.9035006,0,0,0,0,0,0,11.4427860696517,0,0,46.7661691542289,0,0,0.497512437810945,0,0,3.98009950248756,26.3681592039801,7.46268656716418,0,0,3.48258706467662,0,0,0,0,100,0.636603773584906,33.74
"356",356,"2014-Utila-SB-15-5","SB",2014,16.089602,-86.9035006,0,0,0,0,0,0,11.4427860696517,0,0,74.6268656716418,0,0,0,0,0,0,7.96019900497512,3.48258706467662,0,0,2.48756218905473,0,0,0,0,100,0.636603773584906,33.74
"357",357,"2014-Utila-SB-15-6","SB",2014,16.089602,-86.9035006,0,0,0,3.48258706467662,0,0,15.9203980099502,0,0,61.6915422885572,0,0,0,0,0,2.48756218905473,9.95024875621891,1.99004975124378,0,0,4.47761194029851,0,0,0,0,100,0.636603773584906,33.74
"358",358,"2014-Utila-SB-5-1","SB",2014,16.089602,-86.9035006,0,0,0,0,3.98009950248756,0,34.3283582089552,0,0,38.8059701492537,0,0,0.497512437810945,0,3.48258706467662,13.4328358208955,3.98009950248756,0.497512437810945,0,0,0.995024875621891,0,0,0,0,100,0.636603773584906,33.74
"359",359,"2014-Utila-SB-5-3","SB",2014,16.089602,-86.9035006,0,0,0,1.49253731343284,0,0,21.3930348258706,0,0,50.7462686567164,0,0.995024875621891,0,0,0,7.46268656716418,12.9353233830846,0,0,0,4.97512437810945,0,0,0,0,100,0.636603773584906,33.74
"360",360,"2014-Utila-SB-5-4","SB",2014,16.089602,-86.9035006,0,0.995024875621891,0,0.497512437810945,0,0,18.407960199005,0,0,61.1940298507463,0,0,0,0,4.47761194029851,5.97014925373134,6.46766169154229,0,0,0,1.99004975124378,0,0,0,0,100,0.636603773584906,33.74
"361",361,"2014-Utila-SB-5-5","SB",2014,16.089602,-86.9035006,0,0,0,0.497512437810945,0,0,15.4228855721393,0,0,23.3830845771144,0,0.995024875621891,0,0,0,12.9353233830846,44.7761194029851,0,0,0,1.99004975124378,0,0,0,0,100,0.636603773584906,33.74
"362",362,"2014-Utila-SB-5-6","SB",2014,16.089602,-86.9035006,0,0,0,0,6.46766169154229,0,28.3582089552239,0,0,30.8457711442786,0,0,0,0,2.98507462686567,16.4179104477612,4.47761194029851,1.49253731343284,0,0,8.95522388059701,0,0,0,0,100,0.636603773584906,33.74
"363",363,"2014-Utila-SP-15-1","SP",2014,16.0689055,-86.95477948,0,0,0,0,0,0,18.9054726368159,0,0,55.7213930348259,0,0,0,0,0,1.49253731343284,6.96517412935323,9.45273631840796,0,0,7.46268656716418,0,0,0,0,100,0.643584905660377,34.11
"364",364,"2014-Utila-SP-15-2","SP",2014,16.0689055,-86.95477948,0,0,0,0,0,0,21.3930348258706,0,0,39.8009950248756,0,1.49253731343284,0,0,0,6.96517412935323,13.4328358208955,11.4427860696517,0,0,5.4726368159204,0,0,0,0,100,0.643584905660377,34.11
"365",365,"2014-Utila-SP-15-3","SP",2014,16.0689055,-86.95477948,0,0,0,0,0,0,14.9253731343284,0,0,34.8258706467662,0,0.497512437810945,0,0,0,5.4726368159204,15.9203980099502,20.8955223880597,0,0,2.48756218905473,0,0,4.97512437810945,0,100,0.643584905660377,34.11
"366",366,"2014-Utila-SP-15-4","SP",2014,16.0689055,-86.95477948,0,0,0,0.497512437810945,0,0,15.4228855721393,0,0,42.7860696517413,0,0,0,0,0,9.45273631840796,25.8706467661692,1.49253731343284,0,0,4.47761194029851,0,0,0,0,100,0.643584905660377,34.11
"367",367,"2014-Utila-SP-15-5","SP",2014,16.0689055,-86.95477948,0,0,0,0,0,0,24.8756218905473,0,0,63.18407960199,0,0,0,0,0,1.99004975124378,3.48258706467662,5.97014925373134,0,0,0.497512437810945,0,0,0,0,100,0.643584905660377,34.11
"368",368,"2014-Utila-SP-15-6","SP",2014,16.0689055,-86.95477948,0,0,0,0,0,0,24.8756218905473,0,0,51.7412935323383,0,0,0,0,0,4.97512437810945,5.97014925373134,10.9452736318408,0,0,1.49253731343284,0,0,0,0,100,0.643584905660377,34.11
"369",369,"2014-Utila-SP-5-1","SP",2014,16.0689055,-86.95477948,0,0,0,0,1.99004975124378,0,24.8756218905473,0,0,9.45273631840796,0,7.96019900497512,0.497512437810945,0,0,2.98507462686567,15.9203980099502,31.8407960199005,0,0,4.47761194029851,0,0,0,0,100,0.643584905660377,34.11
"370",370,"2014-Utila-SP-5-2","SP",2014,16.0689055,-86.95477948,0,0,0,0,0,0,18.407960199005,0,0,19.4029850746269,0,1.49253731343284,0,0,0,12.4378109452736,8.95522388059701,36.318407960199,0,0,2.98507462686567,0,0,0,0,100,0.643584905660377,34.11
"371",371,"2014-Utila-SP-5-3","SP",2014,16.0689055,-86.95477948,0,0,0,0.497512437810945,0,0,28.3582089552239,0,0,15.9203980099502,0,1.99004975124378,0,0,0,12.4378109452736,9.45273631840796,28.8557213930348,0,0,2.48756218905473,0,0,0,0,100,0.643584905660377,34.11
"372",372,"2014-Utila-SP-5-4","SP",2014,16.0689055,-86.95477948,0,0,0,0.497512437810945,0,0,28.3582089552239,0,0,15.9203980099502,0,1.99004975124378,0,0,0,12.4378109452736,9.45273631840796,28.8557213930348,0,0,2.48756218905473,0,0,0,0,100,0.643584905660377,34.11
"373",373,"2014-Utila-SP-5-5","SP",2014,16.0689055,-86.95477948,0,0,0,0,0,0,23.8805970149254,0,0,28.3582089552239,0,0.995024875621891,0,0,0.995024875621891,29.3532338308458,3.98009950248756,8.95522388059701,0,0,3.48258706467662,0,0,0,0,100,0.643584905660377,34.11
"374",374,"2014-Utila-SP-5-6","SP",2014,16.0689055,-86.95477948,0,0,0,0,0,0,19.4029850746269,0,0,46.2686567164179,0,0.995024875621891,0,0,0,16.4179104477612,9.95024875621891,0.995024875621891,0,0,5.97014925373134,0,0,0,0,100,0.643584905660377,34.11
"375",375,"2014-Utila-SpBay-15-1","SP",2014,16.088233,-86.910945,0,0,0,0,0.497512437810945,0,11.4427860696517,0,0,45.771144278607,0,0.995024875621891,0.497512437810945,0,0,15.9203980099502,4.47761194029851,15.9203980099502,0,0,4.47761194029851,0,0,0,0,100,0.643584905660377,34.11
"376",376,"2014-Utila-SpBay-15-2","SP",2014,16.088233,-86.910945,0,0.995024875621891,0,0,0,0,13.9303482587065,0,0,39.3034825870647,0,0,7.96019900497512,0,0,16.9154228855721,1.99004975124378,14.4278606965174,0,0,4.47761194029851,0,0,0,0,100,0.643584905660377,34.11
"377",377,"2014-Utila-SpBay-15-3","SP",2014,16.088233,-86.910945,0,0,0,0,0,0,16.4179104477612,0,0,45.273631840796,0,0,2.98507462686567,0,0,16.4179104477612,6.46766169154229,7.46268656716418,0,0,4.97512437810945,0,0,0,0,100,0.643584905660377,34.11
"378",378,"2014-Utila-SpBay-15-4","SP",2014,16.088233,-86.910945,0,0,0,0,0.497512437810945,0,18.407960199005,0,0,63.681592039801,0,0,0,0,0,10.9452736318408,4.97512437810945,0.497512437810945,0,0,0.995024875621891,0,0,0,0,100,0.643584905660377,34.11
"379",379,"2014-Utila-SpBay-15-5","SP",2014,16.088233,-86.910945,0,0,0,0,0,0,17.910447761194,0,0,53.2338308457711,0,0.995024875621891,0,0,0.995024875621891,6.46766169154229,4.47761194029851,7.46268656716418,0,0,8.45771144278607,0,0,0,0,100,0.643584905660377,34.11
"380",380,"2014-Utila-SpBay-15-6","SP",2014,16.088233,-86.910945,0,0,0,0,0,0,23.8805970149254,0,0,53.2338308457711,0,0.497512437810945,0,0,0,2.98507462686567,2.48756218905473,11.9402985074627,0,0,0.995024875621891,0,0,3.98009950248756,0,100,0.643584905660377,34.11
"381",381,"2014-Utila-SpBay-5-1","SP",2014,16.088233,-86.910945,0,0,0,0,0,0,15.4228855721393,0,0,21.3930348258706,0,0.497512437810945,0.497512437810945,0,20.8955223880597,1.49253731343284,12.4378109452736,22.8855721393035,0,0,4.47761194029851,0,0,0,0,100,0.643584905660377,34.11
"382",382,"2014-Utila-SpBay-5-2","SP",2014,16.088233,-86.910945,0,0,0,0,0,0,13.4328358208955,0,0,27.363184079602,0,0,0,0,0,17.910447761194,26.865671641791,12.9353233830846,0,0,1.49253731343284,0,0,0,0,100,0.643584905660377,34.11
"383",383,"2014-Utila-SpBay-5-3","SP",2014,16.088233,-86.910945,0,0,0,0,0.995024875621891,0,19.9004975124378,0,0,29.3532338308458,0,1.99004975124378,2.48756218905473,0,3.98009950248756,4.97512437810945,3.48258706467662,30.8457711442786,0,0,1.99004975124378,0,0,0,0,100,0.643584905660377,34.11
"384",384,"2014-Utila-SpBay-5-4","SP",2014,16.088233,-86.910945,0,0,0,0.497512437810945,0,0,20.3980099502488,0,0,31.8407960199005,0,0.497512437810945,0,0,0,15.9203980099502,16.9154228855721,6.96517412935323,0,0,5.4726368159204,0,0,0,1.49253731343284,100,0.643584905660377,34.11
"385",385,"2014-Utila-SpBay-5-5","SP",2014,16.088233,-86.910945,0,0,0,0,0,0,10.9452736318408,0,0,37.8109452736318,0,0.497512437810945,0,0,0,20.3980099502488,23.3830845771144,3.98009950248756,0,0,2.98507462686567,0,0,0,0,100,0.643584905660377,34.11
"386",386,"2014-Utila-SpBay-5-6","SP",2014,16.088233,-86.910945,0,0,0,0,0,0,24.8756218905473,0,0,47.7611940298507,0,0.497512437810945,0,0,0,10.4477611940298,4.97512437810945,9.45273631840796,0,0,1.99004975124378,0,0,0,0,100,0.643584905660377,34.11
"387",387,"2015-B3-Crest-1","B3",2015,-5.477778,123.7625,4.97512437810945,0,0.995024875621891,0,0,0.497512437810945,30.3482587064677,0,0,0,0,0,0,0,7.96019900497512,28.3582089552239,0.497512437810945,17.910447761194,0,0,0,0,0,8.45771144278607,0,100,0.156792452830189,8.31
"388",388,"2015-B3-Crest-2","B3",2015,-5.477778,123.7625,0.497512437810945,0,0,0,0.995024875621891,0,28.8557213930348,0,0,0,0,0,0,0,6.96517412935323,34.8258706467662,0.497512437810945,14.9253731343284,0,0,0.497512437810945,0,0,11.9402985074627,0,100,0.156792452830189,8.31
"389",389,"2015-B3-Crest-3","B3",2015,-5.477778,123.7625,1.49253731343284,0,0,0,0,0,44.2786069651741,0,0,0,0.497512437810945,0,0,0,5.97014925373134,19.9004975124378,0.497512437810945,21.8905472636816,0,0,0,0,0,5.4726368159204,0,100,0.156792452830189,8.31
